Item,$AQ_​INDEX,$ROCK_​COMP,$POVOMULT,$PERM_​2,$PERM_​1,$KRWMAX,PWS1,PWS2,PWS3,PWS4,PWS5,OIL_CUM,WATER_CUM,WC1,WC2,PWFEND
BU_MACH5_139,0.412746849,7.61E-06,0.354366802,0.059027436,0.180198355,0.523975875,1200.935059,228.5602112,295.612915,932.8754272,1.36E+03,1953330.375,4243274.5,0.000858635,0.896753371,1273.018311
BU_MACH5_140,0.688427137,7.08E-06,0.851529252,0.069587899,0.160671395,0.463810312,1508.967896,814.4177246,919.5201416,1411.702637,1.88E+03,1953383.875,3636307.25,0.000295023,0.889645338,1752.724609
BU_MACH5_141,0.525710257,4.03E-06,0.866838618,0.05985215,0.186165947,0.625381329,1355.365601,376.3191833,556.1986084,1124.289551,1.14E+03,1953384,4691363.5,0.259962201,0.901531696,996.7907715
BU_MACH5_142,0.590106265,2.33E-06,0.754955382,0.046106708,0.174033753,0.477092044,1349.451782,264.8129272,537.3214111,1121.677368,1.25E+03,1949497.75,4735895,0.345533997,0.90109694,903.7116089
BU_MACH5_143,0.350532304,3.07E-06,0.988671651,0.064298352,0.178448024,0.539996643,1181.388062,208.5310516,245.1776886,908.9484863,1.54E+03,1953384,3.97E+06,7.19E-06,0.893749774,1517.785767
BU_MACH5_144,0.32736375,8.46E-06,0.507221229,0.063715546,0.196185922,0.65399823,1246.230957,300.4709473,307.1349487,872.5841675,1.05E+03,1953384,4.33E+06,1.55E-05,0.899366319,1058.938965
BU_MACH5_145,0.695687368,8.28E-06,0.745282174,0.04356346,0.187879022,0.599622639,1493.00647,747.0617676,920.1309814,1405.503662,1.01E+03,1953384,5169342,0.228542864,0.907924533,620.8656616
BU_MACH5_146,0.640823389,2.83E-06,0.445051546,0.052943709,0.154182226,0.586286355,1342.411011,225.5372772,535.7666016,939.5413818,1.16E+03,1943925.125,5016251,0.46629858,0.902728736,867.2296753
BU_MACH5_147,0.677412519,6.84E-06,0.813143223,0.041613511,0.172366845,0.45766068,1478.764282,735.3740234,889.6506348,1455.015747,1.40E+03,1953384,4453631,0.104565568,0.899021983,1025.709351
BU_MACH5_148,0.650698202,1.80E-06,0.4704008,0.065274975,0.165255266,0.559762261,1347.428467,197.8220673,515.9285889,965.4107056,1.38E+03,1944481.375,4690854.5,0.476467639,0.897380829,1208.286621
BU_MACH5_149,0.562547319,4.52E-06,0.593328379,0.065920222,0.157738069,0.610070574,1331.769897,306.2385559,521.7123413,971.0787964,1.42E+03,1953384,4372851.5,0.327705353,0.896456599,1330.235474
BU_MACH5_150,0.647286477,7.31E-06,0.21105182,0.044418873,0.17597084,0.507196265,1323.229614,290.538147,585.0481567,1099.812744,1.00E+03,1950506.5,5161010,0.381085396,0.906187892,609.8345337
BU_MACH5_151,0.615996094,9.38E-06,0.402049471,0.057299857,0.143302692,0.639248711,1408.483398,537.7983398,709.4586182,1162.339233,1.35E+03,1953384,4477682.5,0.28194505,0.898639143,1203.193481
BU_MACH5_152,0.307724967,8.89E-06,0.937994842,0.047435746,0.198745503,0.651307718,1358.514771,549.1968994,572.2497559,1192.647705,8.87E+02,1953384,4.49E+06,1.37E-05,0.901118219,749.1245728
BU_MACH5_153,0.469049471,8.52E-06,0.878508652,0.040612699,0.148665072,0.621217689,1408.726196,668.3760376,749.4865723,1312.558838,1.14E+03,1953384,4.56E+06,1.18E-05,0.901349008,871.4638672
BU_MACH5_154,0.511289895,1.33E-06,0.438921812,0.04681457,0.171722965,0.614768517,1191.45166,150.1439667,308.6203003,838.6034546,8.78E+02,1863095,5268436.5,0.493234932,0.908259392,447.1576843
BU_MACH5_155,0.656682882,9.37E-06,0.607309458,0.064601035,0.189367849,0.588398312,1482.468018,759.8925781,870.322998,1327.369385,1.42E+03,1953384,4375591,0.172283977,0.897758424,1283.302124
BU_MACH5_156,0.425893735,5.90E-06,0.628294809,0.048644572,0.174622816,0.616038163,1278.346558,298.3805542,409.9306641,1053.273926,9.27E+02,1953384,4738199.5,0.088265873,0.903926253,737.097168
BU_MACH5_157,0.342893887,9.92E-06,0.539301737,0.067317689,0.191502969,0.644653539,1321.222412,442.3473816,446.9515076,1003.33136,1.27E+03,1953384,4.14E+06,1.58E-05,0.896895707,1277.89209
BU_MACH5_158,0.637586962,1.12E-06,0.254670522,0.041999518,0.180735698,0.581584445,1425.755493,207.5328522,569.7664795,1203.645508,1.01E+03,1813817.375,5559755.5,0.568697333,0.910968184,309.4145508
BU_MACH5_159,0.571652333,9.76E-06,0.32806473,0.042163375,0.155943196,0.451565905,1356.289551,502.271759,641.9692993,1239.951782,1.41E+03,1953384,4362290.5,0.093717225,0.8978315,1076.681152
BU_MACH5_160,0.371348979,2.12E-06,0.552870815,0.05825501,0.173077825,0.628233283,963.6843262,98.48587036,124.6937027,619.9517822,1.01E+03,1922271.25,4652122,0.318466425,0.901569068,904.5280762
BU_MACH5_161,0.411602649,6.62E-06,0.907511521,0.062946928,0.144229673,0.647842875,1375.609253,547.0638428,595.6068115,1171.139526,1.56E+03,1953384,3.94E+06,1.11E-05,0.893882692,1508.047974
BU_MACH5_162,0.60774633,3.23E-06,0.621836848,0.046971313,0.166475347,0.633087481,1358.056152,245.4486237,543.9143066,1007.016357,8.20E+02,1941054.375,5396834,0.419901818,0.909429729,448.062439
BU_MACH5_163,0.433794244,6.89E-06,0.377344035,0.058445802,0.184879299,0.565156713,1209.191406,220.3749542,309.6762085,930.9678345,1.17E+03,1953294.375,4497982,0.169705108,0.899936557,1065.601196
BU_MACH5_164,0.437908872,9.70E-06,0.424509507,0.061211585,0.161942277,0.536425062,1340.34021,433.6544189,553.4508667,1209.234131,8.21E+02,1953384,4952367.5,0.017228061,0.906360269,531.9763184
BU_MACH5_166,0.689299771,9.78E-06,0.502652205,0.053864107,0.197394403,0.495629688,1472.416748,740.3354492,871.5040894,1368.328369,1.38E+03,1953384,4470472.5,0.167479515,0.898828387,1149.066406
BU_MACH5_167,0.57140921,6.49E-06,0.598901749,0.043306744,0.193950464,0.67241261,1385.599121,428.0007935,643.0297852,1203.86853,7.04E+02,1926247.125,5534871.5,0.308391392,0.912793517,204.2535095
BU_MACH5_168,0.548585907,2.35E-06,0.287676382,0.069677406,0.181458945,0.671827906,1213.899292,125.9756699,299.8343811,793.8823242,1.03E+03,1915683.375,5119028.5,0.512856424,0.903763771,851.6141357
BU_MACH5_169,0.696065114,8.31E-06,0.350038331,0.066886369,0.133602435,0.530707175,1413.984985,525.4785156,744.4483643,1134.571777,1.74E+03,1953384,3927918.75,0.322173089,0.89087069,1649.048096
BU_MACH5_170,0.309626807,8.18E-06,0.64492653,0.045386655,0.188308404,0.476941527,1258.328857,319.0279846,348.950531,1053.105103,1.28E+03,1953383.875,4.09E+06,1.09E-05,0.896697879,1121.744873
BU_MACH5_171,0.341061556,3.35E-06,0.842044081,0.060934216,0.190371451,0.518379284,1140.661133,166.2260132,200.1025085,864.7605591,1.43E+03,1952292.75,4.08E+06,7.23E-06,0.895211041,1379.514282
BU_MACH5_172,0.326844081,2.95E-06,0.652431739,0.058036457,0.142128408,0.522871609,1008.548401,90.59197998,114.5466461,657.7237549,1.68E+03,1944145.375,3874207.5,0.00111317,0.892214954,1667.205688
BU_MACH5_173,0.583098093,7.86E-06,0.265388177,0.046404426,0.177692297,0.680793695,1307.645142,258.1507568,501.4319458,1022.171997,6.90E+02,1915126.25,5565360,0.39772439,0.912420273,259.3712463
BU_MACH5_174,0.644746409,6.31E-06,0.189139305,0.055128013,0.137217338,0.696882778,1301.456177,206.2163239,510.8683472,930.2562256,9.91E+02,1942870.25,5234537.5,0.490184635,0.905515671,749.4962769
BU_MACH5_175,0.491725724,9.63E-06,0.455689163,0.053380013,0.15012899,0.651392865,1362.754028,490.2879944,598.576355,1117.16394,1.21E+03,1953384,4500688,0.148167104,0.899912119,1072.719604
BU_MACH5_176,0.420748265,9.52E-06,0.987838423,0.050259976,0.151263055,0.46400061,1441.06897,727.3665161,787.8789063,1398.176758,1.78E+03,1953384,3.63E+06,9.08E-06,0.890245259,1611.657959
BU_MACH5_177,0.565798297,3.38E-06,0.267368303,0.056499511,0.190165913,0.559852504,1226.020264,157.6071777,383.0162964,1011.418945,1.02E+03,1926169.75,5121769.5,0.470230937,0.904719949,734.7177734
BU_MACH5_178,0.565097494,1.49E-06,0.866520829,0.065360779,0.156185977,0.687503403,1296.537109,175.4779053,408.8725891,794.3535767,1.16E+03,1948175.375,4860448,0.443186581,0.901266038,1023.31073
BU_MACH5_179,0.394645125,8.41E-06,0.74421059,0.04352291,0.154508302,0.543735527,1348.882813,519.6417847,579.6893921,1235.801025,1.31E+03,1953384,4.21E+06,1.12E-05,0.89767164,1104.549683
BU_MACH5_180,0.449687869,4.88E-06,0.856380248,0.042041996,0.163388387,0.668572008,1320.72937,337.572052,491.1512451,1132.981445,7.37E+02,1949636.5,5056997.5,0.189637229,0.907397151,435.540863
BU_MACH5_181,0.358639436,2.92E-06,0.783512741,0.052278391,0.176123008,0.473701773,1115.45874,138.8759918,179.8977203,887.869751,1.46E+03,1950033,4.11E+06,6.30E-06,0.895606101,1305.112793
